File_name: Bag of terms: More than 1 length: Terms  in the termhood: eps: thd, value: thdr,%
data/out/TM.txt: 3774:2966: 303: 9.939626599: 12.8885860642: 100
data/out/TTerMine.txt: 4752:3457: 361: 8.499640032: 1.12383978905: 8.40270994445
data/out/terms.csv: 5999:4706: 643: 5.991464547: 4.10743068927: 24.5273897637
data/out/TTerMine.txt: 5999:4654: 640: 5.780743516: 0.860171113083: 5.35576423809
data/out/TM.txt: 5999:4558: 604: 6.08904487545: 1.27666976518: 7.84039845324
data/out/terms.csv: 5999:4722: 647: 5.991464547: 1.40780326976: 8.37811412782
data/out/TM.txt: 5999:4700: 650: 5.991464547: 1.08095599255: 6.44308680489
